Name,Comment,Time,Likes,Reply Count
Nadeem Abbas,Congrats bhai for one and only iphone for one and only lovely person,2021-12-03T19:45:12Z,0,0
ks nayak,Wow 👌,2021-12-03T19:37:04Z,0,0
S C O U T    F F(FEARLESS GAMING),Bhai chala ke toh dikha,2021-12-03T19:34:22Z,0,0
R-Tech Arena,Technical Guruji is bahot bahot exclusive 🔥,2021-12-03T19:33:19Z,0,0
Shreyash sadh,Did anyone else noticed TG in Inside edge season 3? Or is it only me?,2021-12-03T19:31:59Z,0,0
SAMOSA,Iske liya to dono kidney ke sath aankha bhi bechani padengi,2021-12-03T19:29:52Z,1,0
syed daneyal,Wao!!!<br>Guruji 12 lakhs<br>Keep it up brother 🙏🙏,2021-12-03T19:24:37Z,1,0
THE BONG DIARY,Sachme jindegi amir kogo ki hain. Hum logo ko kuch lene k lie kitna sochna para hain.,2021-12-03T19:23:51Z,0,0
BEAUTY DUBAI,Mubarak ho gaurak bhai,2021-12-03T19:20:30Z,0,0
Aman kumar,To guruji purana wala &quot;Gold TG custom iphone  &quot; ka kya karoge.....🤔😳😆🎃 Jaldi batao😁,2021-12-03T19:14:03Z,0,0
darshan8671,"Kisi Ko kuch nahi milega so jao ,sab chutiya banane ke dhande hai....",2021-12-03T19:07:17Z,0,0
Akash kumar Gupta,So amazing and beautiful,2021-12-03T19:05:52Z,1,0
Mukul Pratap Singh,Are waah Guruji ❤️🔥♥️,2021-12-03T19:05:15Z,1,0
Chaiteny Chaubey,🤗🤗💕,2021-12-03T19:01:39Z,0,0
Palak Krish,Zabadst phone hai bhai,2021-12-03T18:54:28Z,0,0
vikas raikwar,Nice phone sir g,2021-12-03T18:53:28Z,0,0
Movie,Iphone is my dream phone,2021-12-03T18:45:06Z,0,0
Mahee,God bless u guruji,2021-12-03T18:44:55Z,0,0
Krunal Savani,Love from Rajkot Gujarat ❤️❤️,2021-12-03T18:42:08Z,1,0
VIVEK GAUSWAMIッ,<b>Intro 🔥</b>,2021-12-03T18:40:47Z,1,0
STARS LifE,Guru jii kii lifee set hai... 😁✌️✌️,2021-12-03T18:39:22Z,0,0
Bansal Medical,Sir iska price kya hai ye to bataiyye 🙏🏻👍,2021-12-03T18:38:46Z,0,0
Anuj srivastava,"Aise hi sablog videos dekho, apna valuable time nikalkar....bhaisaab ghar bhi sone ka banwa lenge, kuch dino mein...😂",2021-12-03T18:36:32Z,1,0
Mohammad Aqib,Jhakkas hai sir,2021-12-03T18:33:27Z,0,0
Deep Singh,Itne paise kyun barbad kiye hai apne kisi jarurat mand insaan ki help kar sakte ho in hi paiseo se,2021-12-03T18:30:52Z,0,0
Meet Meghalaya,Dusra iphone mujhe dedo bhai,2021-12-03T18:29:54Z,0,0
How To In Hindi,<b>MasT Motaa Bhai</b> .. 👌🏻,2021-12-03T18:28:18Z,0,0
G Jagdish,Awesome 🔥,2021-12-03T18:28:12Z,0,0
Gourab Banerjee,Apne aap ko thoda gana mahsus kar rahe ho?,2021-12-03T18:26:39Z,0,0
Abhigyan Jagwan,give away Kar do 😅😂🤣,2021-12-03T18:25:25Z,1,0
Bhanudas Vairagi,शाही फोन,2021-12-03T18:13:32Z,1,0
Nobita G,"<a href=""https://youtu.be/D9YjpcGVwJA"">https://youtu.be/D9YjpcGVwJA</a>",2021-12-03T18:11:06Z,0,0
Nobita G,"<a href=""https://youtu.be/D9YjpcGVwJA"">https://youtu.be/D9YjpcGVwJA</a>",2021-12-03T18:10:52Z,0,0
INFAMOUS MYSTIC,Maja nahi aya😥,2021-12-03T18:10:39Z,0,0
Yash Mochi,Look wise your 12 pro is much better,2021-12-03T18:09:49Z,0,0
Rahul Sharma,"Bhaiya iska price btta do...kam se kam price sun ke hi man bhar lu.. 😅 le to skta nahi hu...lekin price to sun skta hu😂😂 love u bhaiya ❤️ <a href=""http://www.youtube.com/results?search_query=%23tgfamliy"">#TGFamliy</a>",2021-12-03T18:00:27Z,0,0
AMIT WAGH CREATION,1 crore 70 thousand price hai bhai iski,2021-12-03T17:59:08Z,0,0
Genius,Super 👌 👍,2021-12-03T17:57:17Z,0,0
Sneh Naik,Bhai phone to bahot badiya he <br>Lekin I have a doubt kaya isme mag safe support karta he ki nahi?,2021-12-03T17:54:57Z,0,0
Tushar Anand,Guruji max kyu nhi banwaya,2021-12-03T17:53:12Z,0,0
Rajib Das,Akdm sehi matlab 🔥🔥🔥 yeh shif guruji hi kar shkte hei,2021-12-03T17:51:26Z,0,0
Roxie,❤️😅no words for this,2021-12-03T17:49:01Z,0,0
RR❣️,Who cares,2021-12-03T17:48:44Z,0,0
GUNAMAY AGGARWAL,Please do a drop test of this limited edition phone,2021-12-03T17:48:25Z,0,0
Dalton Ska,"I need a phone for my my online clases can you help me,my this phone camera got craked",2021-12-03T17:48:09Z,0,0
vishal verma,Price kya hai sir,2021-12-03T17:47:47Z,0,0
Math circle ⭕,Kitne ka hai plz bata do pls,2021-12-03T17:46:37Z,0,0
Jatin Sahu,Best unboxing for iPhone 13❤️❤️,2021-12-03T17:46:22Z,0,0
Sidd Gohel,Superb Gaurav bhai 🔥❤️❤️😍,2021-12-03T17:45:32Z,0,0
Rabi Roy,Nice,2021-12-03T17:41:16Z,0,0
VishalYt,Aree guru ji price bolo naa,2021-12-03T17:41:05Z,0,0
Wb Rafi,Hamko ak dedo,2021-12-03T17:40:54Z,0,0
mohit garg,"<a href=""http://www.youtube.com/results?search_query=%23bhaibhai"">#bhaibhai</a><br><a href=""http://www.youtube.com/results?search_query=%23iphone12promax"">#IPHONE12PROMAX</a><br>Ap ka last fone <br>Hame he <br>De dijiyega <br>Swad aa jaye 🙏",2021-12-03T17:39:39Z,0,0
Ashish katariya,Mahabharat intro.. l just loved it.. 😘😘😘,2021-12-03T17:38:13Z,1,2
𝙥𝙧𝙞𝙣𝙘𝙚,Kitna ghatiya sa design he is ghatiya<br> phone ka💩💩💩💩💩💩💩💩💩💩,2021-12-03T17:36:58Z,0,0
RadheShyambolo143,Wow kya dikha raha he phone kya kismat he,2021-12-03T17:36:49Z,0,0
ashvin Singh,Common to bhai apka fekna bhi  nai he alag hi level par fekte ho. Family family bol,2021-12-03T17:36:14Z,0,0
ansh verma,Hiii,2021-12-03T17:35:19Z,0,0
Thara bhai Joginder,सर जी एकदम फाडू यही नीता अंबानी आज का ब्रेकिंग न्यूज़ होता.... सर एक रोलेक्स घड़ी का वीडियो बनाई है,2021-12-03T17:35:17Z,0,0
Musa Ahmed Sk,Just wow,2021-12-03T17:35:01Z,0,0
VINAY YT,Rate kitna h bse,2021-12-03T17:34:37Z,0,0
SK MUSHIAR RAHAMAN,Dream phone,2021-12-03T17:33:34Z,0,0
Thara bhai Joginder,एमआरपी नहीं बताकर सर जी जीएसटी बचा रहे हो आप,2021-12-03T17:33:10Z,0,0
MJ JJM TV,Saar mujhe bhi aisa mobile lena hai,2021-12-03T17:32:14Z,0,0
Chaudhari Bhavik,Kiya phone lagraha he 😍Guruji muje bi ek iphone de do guruji 😅,2021-12-03T17:30:49Z,0,0
GAURAV VERMA,Totally incredible stuff.. Super amazing maza aa gaya bhai.. Enjoyyy,2021-12-03T17:30:26Z,0,0
Danish Gyas,Price batao zara hu hindustani bhi sune,2021-12-03T17:30:07Z,0,0
Swargadeep Mondal,Khatarnak 🔥,2021-12-03T17:29:52Z,0,0
Jitesh Behera,Wireless charging ho sakta hai kya,2021-12-03T17:28:24Z,0,0
Shubhra,👍👍👍☺️,2021-12-03T17:28:13Z,0,0
LEoN SAM Gaming,💥🥰🥰😍 u ku,2021-12-03T17:26:44Z,0,0
FACT NALEJ,Kitne ka hai Bhai,2021-12-03T17:25:18Z,0,0
MUHAMMAD SUHAIL KHAN,Bahot khubsoorat bhai,2021-12-03T17:23:45Z,0,0
GAANA FOREVER,EK DUM BHAYANKAR 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥,2021-12-03T17:23:14Z,1,0
Kunal Sharma,It costs 11 lakh+ India rupees without gold ....let me assume gold then it&#39;s definitely between 15-20lakh indian rupees.....bhai ameer log show off kr rhe hain🥲banta bhi hai 👍,2021-12-03T17:23:01Z,0,1
kunwar vishwas,Giveaway krdo humare liye ❤️,2021-12-03T17:22:39Z,0,0
PAPA PENJO YT,We want to know the price.......,2021-12-03T17:22:18Z,0,0
S_antos_hh,Too Awesome 😎😎😎😍😍😍,2021-12-03T17:21:53Z,1,0
MD SARIKUL88,iPhone excellent hai moja agaya looking bohat achcha hai .ek mere liye bhejiye,2021-12-03T17:21:33Z,0,0
Dhrubadip Sarkar,Nothing but showoff.. sorry for that.....but it is a waste of money.....if you used this money for poor people  it should be a very nice thing,2021-12-03T17:21:19Z,0,0
Harshit Mittal,Amazing,2021-12-03T17:21:15Z,0,0
Tuhin Ronnie Dass,Outstanding<br>Wonderful<br>Excellent<br>Fabulous<br>Fantastic<br>❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤💖,2021-12-03T17:20:23Z,0,0
vkyt cuts pats,Aap ke pass koi keypad phone ho to mare ko de do,2021-12-03T17:19:17Z,0,0
Ukulele With Me,🤮🤢 vahiyaat....,2021-12-03T17:18:59Z,1,0
Abhishek Verma,Exclusive × 10000 🔥😍,2021-12-03T17:18:28Z,0,0
Nikk gaming rathore,Sr meko gift kar do 😀,2021-12-03T17:17:59Z,0,0
rajeev kumar,Waste of money,2021-12-03T17:16:41Z,0,0
PK~SQUADS,Old phone give me please sir ji me all video like,2021-12-03T17:15:26Z,0,0
Prakhar Mishra,Bas faltu ka paisa udao<br>Jiske paas nhi hota h usi ko ahamiyat pta chalti h,2021-12-03T17:15:09Z,0,0
rajeev kumar,Total bakwas iPhone,2021-12-03T17:14:31Z,0,0
Natvar Singh Rathore,World best mobile phones,2021-12-03T17:14:31Z,0,0
Shivam Sharma,"<a href=""https://youtu.be/NPGjlYw9p1s"">https://youtu.be/NPGjlYw9p1s</a>",2021-12-03T17:12:42Z,1,0
Shivam Sharma,"<a href=""https://youtu.be/NPGjlYw9p1s"">https://youtu.be/NPGjlYw9p1s</a>",2021-12-03T17:12:39Z,1,0
Shivam Sharma,"<a href=""https://youtu.be/NPGjlYw9p1s"">https://youtu.be/NPGjlYw9p1s</a>",2021-12-03T17:12:35Z,1,0
Shivam Sharma,"<a href=""https://youtu.be/NPGjlYw9p1s"">https://youtu.be/NPGjlYw9p1s</a>",2021-12-03T17:12:32Z,1,0
Shivam Sharma,"<a href=""https://youtu.be/NPGjlYw9p1s"">https://youtu.be/NPGjlYw9p1s</a>",2021-12-03T17:12:28Z,1,0
Shivam Sharma,"<a href=""https://youtu.be/NPGjlYw9p1s"">https://youtu.be/NPGjlYw9p1s</a>",2021-12-03T17:12:25Z,1,0
Shivam Sharma,"<a href=""https://youtu.be/NPGjlYw9p1s"">https://youtu.be/NPGjlYw9p1s</a>",2021-12-03T17:12:21Z,1,0
Vansh Patwa,Humko bhi de do,2021-12-03T17:11:52Z,0,0
Abhishek Verma,Killer 🔥😍,2021-12-03T17:10:26Z,1,0
Md Mohsin Alam,Guruji be Like  = Ab to Adat si ho gayi hai gold iPhone ki,2021-12-03T17:09:50Z,0,0
Mocky,Show off 😒,2021-12-03T17:09:19Z,0,0
UNIQUE Gamer,10 million ka to hoga hi,2021-12-03T17:08:54Z,0,0
Rahul jiwatode,Gauri be like = our gareebo jalii na.....😁😂🤣,2021-12-03T17:08:45Z,1,0
Mallesh Koli,Bhaii humko 12 toh dedo 😂,2021-12-03T17:08:29Z,0,0
Vishal Malviya,✨✨✨✨✨✨,2021-12-03T17:08:17Z,0,0
Mallesh Koli,Billionaire guruji is here,2021-12-03T17:08:04Z,0,0
akhilesh kumar,Ek do phone purane pde honge sir ji hme dedo,2021-12-03T17:07:50Z,1,0
Vijay Mishra,Pasand nahi aaya!,2021-12-03T17:07:05Z,0,0
Amazing views,Price kya hai iska,2021-12-03T17:05:26Z,1,0
Albin Begum,💕🤎,2021-12-03T17:04:38Z,0,0
PhotoNical 📸✈👨‍💻,Why you should choose 13 pro not 13 Pro Max,2021-12-03T17:04:10Z,0,0
Like Mukhiya,😎💋🙏🔥👍👍❤️😀😘😂,2021-12-03T17:01:39Z,0,0
Avinash Kumar,giveaway kab kr rahe ho iska...?<br>😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐,2021-12-03T17:00:58Z,0,0
Gaurav Lodaya,Bhai common tha na charger wire and earphone,2021-12-03T16:59:46Z,0,0
Goutam Patra,Bhai ek jio ka phone hi gift kardo mujhe 😌,2021-12-03T16:57:39Z,0,0
Abu Shahma Ansari,Guruji duniya me aap bhi ek ho 😎,2021-12-03T16:57:14Z,1,0
Astar techmo vlog,After watching this me be like ki duniya ke sabse bade gadhe ne bola tha ki money can&#39;t buy happiness,2021-12-03T16:55:27Z,0,0
V Satyam,"Pro Max kyu nhi...🤔🤔 This is only 13 pro... Baki phone ke bare me kya hi bolu.... <a href=""http://www.youtube.com/results?search_query=%23speechless"">#speechless</a> 🌝",2021-12-03T16:54:34Z,0,0
Saksham Saluja,Paisa ho toh kya kuch ho skta hai bhai❤❤❤,2021-12-03T16:51:41Z,0,0
AK RIDER 🔥,Sr muja koi bi da do chal ga phone,2021-12-03T16:47:39Z,0,0
Ankit Kumar,13140 dollars price hai phone ki,2021-12-03T16:47:37Z,0,0
PRITAM YT,Love from West Bengal ❤❤❤,2021-12-03T16:47:33Z,1,0
Md Faishal Ali Ansari,Show off🙄😐,2021-12-03T16:44:58Z,0,0
Mohammad Javed Khan,Itna bada phone pocket me kaise aaega🙄🙄,2021-12-03T16:44:54Z,1,0
Krishna Singh,kyo ab iska give way nhi karoge &#39;indian pandit&#39; ne band bja di,2021-12-03T16:43:46Z,0,0
Manish Agarwal,20 l,2021-12-03T16:43:24Z,0,0
YOUR ANIRBAN,"World&#39;s most premium phone <br><a href=""http://www.youtube.com/results?search_query=%23guinnesssbookofworld"">#guinnesssbookofworld</a>",2021-12-03T16:43:16Z,0,0
VN,Bawaal ❤️🔥🔥,2021-12-03T16:40:01Z,0,0
Rohit Mandal,❤❤❤❤,2021-12-03T16:37:37Z,1,0
ठाकुर साहब,Price bta do guru ji???😝,2021-12-03T16:37:34Z,0,0
ठाकुर साहब,Priceeee??????🤭🤭,2021-12-03T16:36:54Z,0,0
VN,Guruji ❤️🔥🔥🎉🎉,2021-12-03T16:36:52Z,0,0
Anand Saini,bhai bas man kr rha hai aapke hath se chin kr bas aapne hath me rakh le,2021-12-03T16:35:26Z,0,0
Shahrukh,Motorola ka add kis kisne dekha🤣🤣🤣🤣,2021-12-03T16:33:08Z,0,0
Tillu Op,Work hard to live large like Gaurav chaudhary sir 😊,2021-12-03T16:32:36Z,1,0
Naresh Khuman,Salam sabji koy words hi Nahi bol neko bas aek hi bhagvan Che prathna heki aapki wish aese hi Puri Hoti rahe jai hind vande matram,2021-12-03T16:31:40Z,0,0
vlogs by hitesh raj,Baap reee,2021-12-03T16:31:22Z,0,0
white devil,Sir yeh mujhe de dijiye naa as a 🎁,2021-12-03T16:31:20Z,0,0
unholyparadox69,"<a href=""http://www.youtube.com/results?search_query=%23tgfamily"">#TGFamily</a><br><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>",2021-12-03T16:30:09Z,0,0
Shubham Bunha,Can anyone guess how much money did Guruji spend for this cover???🤔,2021-12-03T16:29:23Z,2,2
shubham jaiswal,🔥🔥🔥,2021-12-03T16:28:45Z,0,0
Mk Graphics96,Not good 🙏 bhai,2021-12-03T16:27:28Z,0,0
Akram Betara,🤩,2021-12-03T16:25:38Z,0,0
Mukesh Chauhan,Superb guruji 🤘🏻🤘🏻🤘🏻🤘🏻,2021-12-03T16:25:22Z,0,0
Ustaadji Sharma,Seariously gaurav sir brother you fire...🔥,2021-12-03T16:24:24Z,1,1
Premjeet Nayak,"Khud phone change krta hai zyada,mahenga phone kharidta hai,sona laga hai bolke dikhawa krta hai,kya he hai bhai tu,agr khud ko itna shok hai phone badlne ka to hume kyun bolta 2 saal phone istmal krna chahiye,phele se soch ke rakha tha tu badde hone se badda admi bnunga or khud ke paise se sab kuch kharidunga or dikhawe keliye utube kholunga or pura india ke logo ko dekhawa krunga or Dubai ma rhunga or dialgue klye vnde mtrm,hmre indian utubers hai tujhse to ache hai",2021-12-03T16:24:10Z,0,0
abhishu143 s,❤️❤️,2021-12-03T16:21:30Z,1,0
Love S Studio,Ek number,2021-12-03T16:18:54Z,0,0
sandeep singh,hamari tho kismat hi kaha h iphone chalane ki🥺,2021-12-03T16:18:54Z,0,0
Bidhan Biswas,❤️❤️ God bless you sir ❤️❤️,2021-12-03T16:17:46Z,0,1
Sunny pandit,Hamera swaggat nahi karoge,2021-12-03T16:17:39Z,0,0
MORTAL COMBAT,Jay hind sir pahchana😔😔,2021-12-03T16:16:50Z,0,0
hemant,Amiri,2021-12-03T16:14:55Z,0,0
CAR COLLECTOR,Love u bhaiya,2021-12-03T16:14:04Z,0,0
Ananta Hatkar,Sar bas 1 bar price Bata do,2021-12-03T16:08:09Z,0,0
Nick Nikhil,Normal iphone better than tg iphone😶,2021-12-03T16:07:48Z,1,0
Sourabh Rana,Price??,2021-12-03T16:07:26Z,0,0
AB News,I like very much this iPhone 13 pro max for you made antike piece ❤️❤️❤️❤️💕💕,2021-12-03T16:07:02Z,1,0
HELL,300 rupaye ka same case miljayega bhai,2021-12-03T16:03:47Z,0,0
Satendra Roshan Vlogs,Sir ab kia hi bole,2021-12-03T16:03:01Z,0,0
Sahil Ansari,😍😍,2021-12-03T16:01:10Z,0,0
BEAST BLASTER,Address batao chori karuga 😂✈❤,2021-12-03T16:00:14Z,2,1
Sunil Munde,"Sar muje bulkul aacha nahi laga, 🤔🤔🤔",2021-12-03T15:59:27Z,0,0
Aryan,Yaaar I’m saying this is good. I ain’t saying this is bad but… this doesn’t look so good there is a bulk at the back and it just look like cluttered. I think it could have been more better.,2021-12-03T15:57:34Z,5,1
Akash Deep,🔥,2021-12-03T15:55:00Z,0,0
abhishek Kumar,"Gurugi mujhe tu bhouth Acha laga ha or technology tu kam ha par gold bhouth jayda ha love you Gurugi love from bihar muzhaffpur <a href=""http://www.youtube.com/results?search_query=%23keepgoing"">#keepgoing</a> <a href=""http://www.youtube.com/results?search_query=%23keepsimyling"">#keepsimyling</a>",2021-12-03T15:54:34Z,0,0
Adil Khan instagram reels,Congratulations 22 million 👏❤,2021-12-03T15:54:23Z,1,1
Rahat Chowdery,Cool bro 😍😍😍,2021-12-03T15:53:43Z,0,0
Sami 112xkhan,Mr who&#39;s the boss ka copy kiya,2021-12-03T15:52:11Z,0,0
Azad singh,Guruji ek phone dedo ksa bhi jo aapke pass waste me pda ho mere pass a10 h samsung ka jiske bare aap jante vhi nhi honge  jo mane  8000 ka liya tha but ab nya phone dedo aap sare giveway contest play kr liye but nhi mila ab aap dedo do,2021-12-03T15:51:37Z,0,0
prashant chauhan,"2021 ki mystery is phone ka price hai guru ji leak kro ek baar to chain se mar skenge,😝😝😝",2021-12-03T15:49:35Z,0,0
Shreyansh Swastik Purohit,Sir order new Rolls-Royce Phantom car,2021-12-03T15:49:28Z,1,0
Pratap Nayak,Give away kar do,2021-12-03T15:49:12Z,0,0
MrTinku1982,Congratulations guru ji really love this iPhone 👍👍👍,2021-12-03T15:47:25Z,5,1
RAJAT SARKAR,"Hi,, sir I am your big fan",2021-12-03T15:45:27Z,1,0
Jishan Saifi,Ek dam bahut damdar h guruji,2021-12-03T15:44:30Z,0,0
AVS MORTAL,Kaash may bol sakta ...... <br>Yeh mera agala phone hai 😊,2021-12-03T15:44:11Z,0,0
Aayush Sharma,A big congratulations Gaurav sir for your new phone....🎉🎉🎉🎉🎉🎉🎉🙏,2021-12-03T15:43:23Z,5,1
Arfat Satarkar,Can&#39;t believe. One more video please 🥺,2021-12-03T15:42:26Z,0,0
arjun singh,Bhai hum to thak comment karke guruji dekhte hi nhi hai na kbhi giveaway mein kuch mila nhi bhai thoda rhm kardo kuch to dedo,2021-12-03T15:41:24Z,1,0
Prabhat Prakash,Please drop on 10000 feet hight,2021-12-03T15:40:55Z,0,0
GAMING CLASH,What&#39;s the price ur subscriber want to know 😁😅,2021-12-03T15:40:53Z,0,0
ANAND TAMANG,badiya hai yrr pehele wala mereko dedo yrr,2021-12-03T15:39:40Z,0,0
Vikram Nunia,I think it will be of 2.5 cr aproxx,2021-12-03T15:39:21Z,0,0
DHAVAL THAKOR,Hi gurujii,2021-12-03T15:38:06Z,0,0
MR EVIL SON,Bhai iska drop test karo 1000 feet se🤣🤣🤣,2021-12-03T15:37:58Z,0,0
officialjasspb32,Att kra ti bai 👌👌👌👌👌👌,2021-12-03T15:37:53Z,0,0
LORIK SAHANI,love you bhiya 🤗🤗🤗 guruji phone ka back look to sach me bhot bhot Bhot beautiful hai wow I like this desine 👍👍,2021-12-03T15:34:30Z,0,0
Manoj Thori,♥️🔥,2021-12-03T15:33:11Z,0,0
9A16Anurag Kachhawaha,Sir apka mythpat ke sathiphone 13 pro ka bhi giveaway kiya tha or apne kaha tha 5 lakh likes aane pr winner ki announcement ho jayegi Sir 5 lakh likes ho nhi paye he isliye please jese hi 2 lakh likes complete ho tab aap winner ki announcement kr dena,2021-12-03T15:32:34Z,0,0
Rupan Paul,"<a href=""https://youtu.be/Vx8LgXIwIWQ"">https://youtu.be/Vx8LgXIwIWQ</a>",2021-12-03T15:31:59Z,0,0
Danish Choudhary,16000$ hai is phone ka price,2021-12-03T15:29:51Z,0,0
ROYAL ARMY,is this for giveaway,2021-12-03T15:29:30Z,0,0
Varad Singh,Backwas laga,2021-12-03T15:28:57Z,0,0
keyur bhalodiya,"GIVE ME GIFT A I PHONE 11 OR 12. I AM USING GALAXY GRAND PRIME FROM 2014. THIA IS MY SECOND MOBILE IN MY WHOLE LIFE STILL. <a href=""http://www.youtube.com/results?search_query=%23tgfamily"">#TGFAMILY</a>",2021-12-03T15:28:51Z,0,0
Ayush Chandel,Materialistic world.,2021-12-03T15:27:00Z,0,0
Ashok Ramapriya Parsottambhai,Nice one guruji,2021-12-03T15:25:30Z,0,0
Deepak,Bhot jaada showoff hogaya TG ji,2021-12-03T15:24:32Z,0,0
JAGLA2,Big Fan Sir ❤️❤️,2021-12-03T15:23:44Z,1,0
Himanshu __28__,Crazy 🔥,2021-12-03T15:23:37Z,0,0
Huzef Pathan,Ultra beautiful 🥰🥰,2021-12-03T15:23:28Z,1,0
Tejeshwar,Purana wala humae dedo🙄,2021-12-03T15:23:23Z,0,0
TG Tech Gamer,Nice guruji 🔥🔥🔥👍🏼,2021-12-03T15:22:47Z,1,0
Aman Dwivedi,Paisa Ho toh kya nahi hai🙂,2021-12-03T15:21:05Z,0,0
Gendlal Patel,😍🤎💜🧡💚🤍💙🤩,2021-12-03T15:20:53Z,0,0
Nilesh Dhapa  vlog,Bhai,2021-12-03T15:18:31Z,0,0
Nilesh Dhapa  vlog,Nice pics,2021-12-03T15:18:19Z,0,0
Rahul Siwach,Very nice,2021-12-03T15:17:24Z,0,0
Sardar Khan,Initial lines of Mahabharata ♥️,2021-12-03T15:17:12Z,0,0
Manav Patel,Wtf omg,2021-12-03T15:15:36Z,0,0
GAMING WITH ATOMIX,Full of  love 😘😘😘😘💕😘💕😘💕😘😘😘💕😘💕,2021-12-03T15:15:34Z,0,0
It's Dynamic creation,Love from Odisha,2021-12-03T15:14:53Z,0,0
Shashank Jadhav,Pichhe vala bump accha nahi lag raha hai,2021-12-03T15:13:32Z,0,0
Relaxing video music,Nice gold phone sir ji,2021-12-03T15:12:08Z,0,0
"Shadi 26,27",Bhai price batado,2021-12-03T15:11:42Z,0,0
Sudarshan Ray,Guruji mujhe dedo...plzz,2021-12-03T15:11:16Z,0,0
Ismail hasan,Love you brother,2021-12-03T15:11:13Z,0,0
Deepak Varshney,जलने बाले जलते रहेंगे आप तरक्की करे जाओ 🙏🎉❤️😘,2021-12-03T15:10:42Z,0,0
TABAHI_ VG,Sar ma akk appki thara youtuber bana chata hu par mar pass ak acha phone lana ka pasa nahi kya app da sakta ho,2021-12-03T15:10:07Z,0,0
Shashwat Malviya,I think it&#39;s worth more than 1.25 crore,2021-12-03T15:09:47Z,1,0
Rohit Kumar,01/01,2021-12-03T15:09:37Z,0,0
Dude Gaming_09,Itna paisa karch kareke ek chiz nahi mil paya wireless charging aur magsafe,2021-12-03T15:09:26Z,1,0
Harsh,Sahi baat batau .. 🤣🤣🤣 bakwash phone lag raha hai 😂 chapri reeler kar 😂🤣,2021-12-03T15:09:15Z,1,0
Atik,Sir muja v koye aak phone da data iPhone 6 v chala sir mara pas to acha phone v nhi h,2021-12-03T15:09:01Z,1,0
Nitin Venom,Price pata do,2021-12-03T15:07:44Z,0,0
iJony`,Exclusive nahi chahiye 13 pro max chaiye❤️❤️❤️❤️❤️,2021-12-03T15:06:35Z,0,0
Hussain Hussain,This is the phone,2021-12-03T15:06:17Z,0,0
Raman Choudhary,Giveaway krdo 😅😅,2021-12-03T15:05:25Z,0,0
Dude Gaming_09,Paise ki kami nahi hai,2021-12-03T15:03:50Z,1,0
Jharkhand Songs,paisa h toh kahi bhi lgaw koun mna kita h,2021-12-03T15:03:14Z,0,0
Nishad,Iss phone ko chori hone se bachane ke liye  persnol bodyguard rakhna padega 😂👍,2021-12-03T15:03:13Z,0,0
Sukhdev Lodhi,"Hello guru ji nambar one qeulty iPhone 13<br>          <a href=""http://www.youtube.com/results?search_query=%23tgfamily"">#TGfamily</a>....",2021-12-03T15:02:01Z,0,0
Hitesh Dhawan,Congratulations 🎉 bhaiya nd Phone is really awesome 😎,2021-12-03T15:01:17Z,0,0
Nishad,Idhar Ek simple iphone bhej dena. 👍,2021-12-03T15:00:52Z,0,0
Deepanshu Dwivedi,It&#39;s Craaaaaaaaaaaaaaaaaaaaaaaaazy<br>Brobhai,2021-12-03T15:00:49Z,0,0
Rahul The Greatest,Give away karo bhai!,2021-12-03T15:00:48Z,0,0
TeJaS,"If you donate some money in charity it would help lot of people and not waste money on limited edition phone, people are dying here because of no food and no place to leave and u are just showing off a phone and not donating also, some amount is enough for a family to leave in peace 🥺",2021-12-03T14:59:57Z,2,1
Hussain Hussain,Hai Gaurav ji,2021-12-03T14:58:47Z,0,0
ANTU DASGUPTA,Ni Ce phone,2021-12-03T14:58:24Z,0,0
Akash Sharma,Kuch nhi <br>Bahot zada ho gya bhai,2021-12-03T14:57:47Z,0,0
Nand Unique Style,One and only,2021-12-03T14:57:08Z,0,0
S I L Y U S GAMING,"And the price is ( 99999,99999)",2021-12-03T14:56:46Z,0,0
Vipul Thakur vlog07,🙏❤️🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳❤️❤️❤️❤️,2021-12-03T14:56:19Z,0,0
Poper Rio,I think this is waste of money. But yaah phone is awesome &amp; only 1 pcs in the world 🌎,2021-12-03T14:55:46Z,0,0
Akash Sharma,Pahle wale ka 1- 1 gram krke distribute krdo,2021-12-03T14:55:40Z,1,0
Aman Vijay,the best person in the world has the best phone in the world😊❤💖,2021-12-03T14:55:23Z,0,0
Nitin Dantaani,Bhai add to skip wala rakhwaya karo 10 baar video hatata hu lekin video nhi jati zid he hamari add nhi dekhne ki,2021-12-03T14:54:24Z,0,0
